username,rating,comments,label,comments_processed,comments_clear_link,comments_clear_punctuation,comments_clear_special,comments_cleaned,comments_normalized,clean_comments
hongphuong_27698,4,"shop giao hàng nhanh
size chuẩn áo đẹp
nhưng trừ 1 sao vì ko có túi áo trong như quảnh cáo",1,shop giao hàng nhanh size chuẩn áo đẹp nhưng trừ 1 sao vì không túi áo như quảnh_cáo,"shop giao hàng nhanh
size chuẩn áo đẹp
nhưng trừ 1 sao vì ko có túi áo trong như quảnh cáo","shop giao hàng nhanh
size chuẩn áo đẹp
nhưng trừ 1 sao vì ko có túi áo trong như quảnh cáo",shop giao h ng nhanh size chu n  o   p nh ng tr    sao v  ko c  t i  o trong nh  qu nh c o,shop giao h ng nhanh size chu n  o   p nh ng tr    sao v  ko c  t i  o trong nh  qu nh c o,shop giao hàng nhanh size chuẩn áo đẹp nhưng trừ 1 sao vì không có túi áo trong như quảnh cáo,shop giao hàng nhanh size chuẩn áo đẹp nhưng trừ ko túi áo
gdfcuv4_qv,3,"Màu sắc:Ok
Chất liệu:ok
Đúng với mô tả:ok

Hàng như quảng cáo giao hàng chậm....",1,màu_sắc : ok chất_liệu : ok đúng mô_tả : ok hàng như quảng_cáo giao hàng chậm ....,"Màu sắc:Ok
Chất liệu:ok
Đúng với mô tả:ok

Hàng như quảng cáo giao hàng chậm....","Màu sắcOk
Chất liệuok
Đúng với mô tảok

Hàng như quảng cáo giao hàng chậm",M u s c Ok Ch t li u ok   ng v i m  t  ok  H ng nh  qu ng c o giao h ng ch m    ,m u s cok ch t li uok   ng v i m  t ok  h ng nh  qu ng c o giao h ng ch m,Màu sắc:Ok Chất liệu:ok Đúng với mô tả:ok Hàng như quảng cáo giao hàng chậm....,ok ok đúng ok hàng giao hàng chậm
mtphio,5,Mua bhieefu thấy ok chất ọi có gì mn mua ủng hộ shop nhé xin caen iwb,1,mua bhieefu thấy ok chất ọi gì mn mua ủng_hộ shop nhé xin caen iwb,Mua bhieefu thấy ok chất ọi có gì mn mua ủng hộ shop nhé xin caen iwb,Mua bhieefu thấy ok chất ọi có gì mn mua ủng hộ shop nhé xin caen iwb,Mua bhieefu th y ok ch t  i c  g  mn mua  ng h  shop nh  xin caen iwb,mua bhieefu th y ok ch t  i c  g  mn mua  ng h  shop nh  xin caen iwb,Mua bhieefu thấy ok chất ọi có gì mọi người mua ủng hộ shop nhé xin caen iwb,mua bhieefu thấy ok chất ọi mn mua shop xin caen iwb
huongthi3004,5,"Màu sắc:mau naau

Mình mua nhầm size khá là rộng ..tuy nhiên shop hỗ trợ rất nhiệt tình cho đổi sz ở ngoài cửa hàng gần nhất mà tiếc là lên cửa hàng lại hết mẫu nên phải đổi trả online",1,màu_sắc : mau naau mua nhầm size khá rộng .. tuy_nhiên shop hỗ_trợ nhiệt_tình đổi sz ở ngoài cửa_hàng gần nhất mà tiếc lên cửa_hàng hết mẫu nên phải đổi trả online,"Màu sắc:mau naau

Mình mua nhầm size khá là rộng  nhiên shop hỗ trợ rất nhiệt tình cho đổi sz ở ngoài cửa hàng gần nhất mà tiếc là lên cửa hàng lại hết mẫu nên phải đổi trả online","Màu sắcmau naau

Mình mua nhầm size khá là rộng tuy nhiên shop hỗ trợ rất nhiệt tình cho đổi sz ở ngoài cửa hàng gần nhất mà tiếc là lên cửa hàng lại hết mẫu nên phải đổi trả online",M u s c mau naau  M nh mua nh m size kh  l  r ng   tuy nhi n shop h  tr  r t nhi t t nh cho   i sz   ngo i c a h ng g n nh t m  ti c l  l n c a h ng l i h t m u n n ph i   i tr  online,m u s cmau naau  m nh mua nh m size kh  l  r ng  nhi n shop h  tr  r t nhi t t nh cho   i sz   ngo i c a h ng g n nh t m  ti c l  l n c a h ng l i h t m u n n ph i   i tr  online,Màu sắc:mau naau Mình mua nhầm size khá là rộng ..tuy nhiên shop hỗ trợ rất nhiệt tình cho đổi sz ở ngoài cửa hàng gần nhất mà tiếc là lên cửa hàng lại hết mẫu nên phải đổi trả online,mau naau mình mua nhầm size khá rộng shop đổi sz ngoài gần nhất tiếc lên hết mẫu phải đổi trả online
vqfivehrev,5,"Màu sắc:đẹp
Đúng với mô tả:rất đúng với mô tả
Chất liệu:rất tốt

Áo mặc đẹp và rất hài lòng.",1,màu_sắc : đẹp đúng mô_tả : đúng mô_tả chất_liệu : tốt áo mặc đẹp hài_lòng .,"Màu sắc:đẹp
Đúng với mô tả:rất đúng với mô tả
Chất liệu:rất tốt

Áo mặc đẹp và rất hài lòng.","Màu sắcđẹp
Đúng với mô tảrất đúng với mô tả
Chất liệurất tốt

Áo mặc đẹp và rất hài lòng",M u s c   p   ng v i m  t  r t   ng v i m  t  Ch t li u r t t t   o m c   p v  r t h i l ng ,m u s c  p   ng v i m  t r t   ng v i m  t  ch t li ur t t t   o m c   p v  r t h i l ng,Màu sắc:đẹp Đúng với mô tả:rất đúng với mô tả Chất liệu:rất tốt Áo mặc đẹp và rất hài lòng.,đẹp đúng đúng tốt áo mặc đẹp
minhman6702,5,"Chất liệu:vải
Đúng với mô tả:Chuẩn
Màu sắc:Tím Than

Áo Yody đẹp chất lượng khỏi bàn, mặc êm và rất thoải mái",1,"chất_liệu : vải đúng mô_tả : chuẩn màu_sắc : tím than áo yody đẹp chất_lượng khỏi bàn , mặc_êm thoải_mái","Chất liệu:vải
Đúng với mô tả:Chuẩn
Màu sắc:Tím Than

Áo Yody đẹp chất lượng khỏi bàn, mặc êm và rất thoải mái","Chất liệuvải
Đúng với mô tảChuẩn
Màu sắcTím Than

Áo Yody đẹp chất lượng khỏi bàn mặc êm và rất thoải mái",Ch t li u v i   ng v i m  t  Chu n M u s c T m Than   o Yody   p ch t l  ng kh i b n  m c  m v  r t tho i m i,ch t li uv i   ng v i m  t chu n m u s ct m than   o yody   p ch t l  ng kh i b n m c  m v  r t tho i m i,"Chất liệu:vải Đúng với mô tả:Chuẩn Màu sắc:Tím Than Áo Yody đẹp chất lượng khỏi bàn, mặc êm và rất thoải mái",vải đúng chuẩn áo yody đẹp khỏi bàn mặc êm
lethu158,5,"Shop giao hàng nhanh, đã mua rất nhiều lần của shop và sẽ tiếp tục ủng hộ shop. Shipper nhiệt tình thân thiện",1,"shop giao hàng nhanh , mua nhiều lần của shop sẽ tiếp_tục ủng_hộ shop . shipper nhiệt_tình thân_thiện","Shop giao hàng nhanh, đã mua rất nhiều lần của shop và sẽ tiếp tục ủng hộ shop. Shipper nhiệt tình thân thiện",Shop giao hàng nhanh đã mua rất nhiều lần của shop và sẽ tiếp tục ủng hộ shop Shipper nhiệt tình thân thiện,Shop giao h ng nhanh     mua r t nhi u l n c a shop v  s  ti p t c  ng h  shop  Shipper nhi t t nh th n thi n,shop giao h ng nhanh    mua r t nhi u l n c a shop v  s  ti p t c  ng h  shop shipper nhi t t nh th n thi n,"Shop giao hàng nhanh, đã mua rất nhiều lần của shop và sẽ tiếp tục ủng hộ shop. Shipper nhiệt tình thân thiện",shop giao hàng nhanh mua nhiều lần shop sẽ shop shipper
m*****m,5,Căn sale mua được giá rẻ. Đóng gói hàng cẩn thận. Shipper thân thiện,1,căn sale mua giá rẻ . đóng_gói hàng cẩn_thận . shipper thân_thiện,Căn sale mua được giá rẻ. Đóng gói hàng cẩn thận. Shipper thân thiện,Căn sale mua được giá rẻ Đóng gói hàng cẩn thận Shipper thân thiện,C n sale mua    c gi  r     ng g i h ng c n th n  Shipper th n thi n,c n sale mua    c gi  r    ng g i h ng c n th n shipper th n thi n,Căn sale mua được giá rẻ. Đóng gói hàng cẩn thận. Shipper thân thiện,căn sale mua giá rẻ hàng shipper
2_v2m6a7bx,5,"Chất liệu:tốt
Đúng với mô tả:đúng
Màu sắc:xanh than

Áo đẹp đã mua vài lần mặc ấm lắm nha shop ơi kkk",1,chất_liệu : tốt đúng mô_tả : đúng màu_sắc : xanh than áo đẹp mua vài lần mặc ấm lắm nha shop ơi kkk,"Chất liệu:tốt
Đúng với mô tả:đúng
Màu sắc:xanh than

Áo đẹp đã mua vài lần mặc ấm lắm nha shop ơi kkk","Chất liệutốt
Đúng với mô tảđúng
Màu sắcxanh than

Áo đẹp đã mua vài lần mặc ấm lắm nha shop ơi kkk",Ch t li u t t   ng v i m  t    ng M u s c xanh than   o   p    mua v i l n m c  m l m nha shop  i kkk,ch t li ut t   ng v i m  t   ng m u s cxanh than   o   p    mua v i l n m c  m l m nha shop  i kkk,Chất liệu:tốt Đúng với mô tả:đúng Màu sắc:xanh than Áo đẹp đã mua vài lần mặc ấm lắm nha shop ơi kkk,tốt đúng đúng xanh than áo đẹp mua vài lần mặc ấm nha shop kkk
p*****1,5,Size áo của nam nên mua về nữ mặc có hơi rộng chút xíu. Nhưng chất liệu thì vẫn tốt nên k cần phải lo.,1,size áo của nam nên mua về nữ mặc hơi rộng chút_xíu . nhưng chất_liệu vẫn tốt nên không cần phải lo .,Size áo của nam nên mua về nữ mặc có hơi rộng chút xíu. Nhưng chất liệu thì vẫn tốt nên k cần phải lo.,Size áo của nam nên mua về nữ mặc có hơi rộng chút xíu Nhưng chất liệu thì vẫn tốt nên k cần phải lo,Size  o c a nam n n mua v  n  m c c  h i r ng ch t x u  Nh ng ch t li u th  v n t t n n k c n ph i lo ,size  o c a nam n n mua v  n  m c c  h i r ng ch t x u nh ng ch t li u th  v n t t n n k c n ph i lo,Size áo của nam nên mua về nữ mặc có hơi rộng chút xíu. Nhưng chất liệu thì vẫn tốt nên không cần phải lo.,size áo nam mua về nữ mặc hơi rộng nhưng tốt k cần phải lo
hungcuc,5,"Chất liệu ok nhưng lỡ mua size hơi lớn nên bị rộng, giao hàng nhanh",1,"chất_liệu ok nhưng lỡ mua size hơi lớn nên bị rộng , giao hàng nhanh","Chất liệu ok nhưng lỡ mua size hơi lớn nên bị rộng, giao hàng nhanh",Chất liệu ok nhưng lỡ mua size hơi lớn nên bị rộng giao hàng nhanh,Ch t li u ok nh ng l  mua size h i l n n n b  r ng  giao h ng nhanh,ch t li u ok nh ng l  mua size h i l n n n b  r ng giao h ng nhanh,"Chất liệu ok nhưng lỡ mua size hơi lớn nên bị rộng, giao hàng nhanh",ok nhưng lỡ mua size hơi lớn bị rộng giao hàng nhanh
buiphuong9x,5,Hàng của yody đẹp. Ấm dày dặn. Săn sale đc thì tốt. Mặc vừa nhaa,1,hàng của yody đẹp . ấm dày_dặn . săn sale tốt . mặc vừa nhaa,Hàng của yody đẹp. Ấm dày dặn. Săn sale đc thì tốt. Mặc vừa nhaa,Hàng của yody đẹp Ấm dày dặn Săn sale đc thì tốt Mặc vừa nhaa,H ng c a yody   p   m d y d n  S n sale  c th  t t  M c v a nhaa,h ng c a yody   p  m d y d n s n sale  c th  t t m c v a nhaa,Hàng của yody đẹp. Ấm dày dặn. Săn sale được thì tốt. Mặc vừa nhaa,hàng yody đẹp ấm săn sale đc tốt mặc vừa nhaa
chugihhong,5,"Qưerttuiiopasdfjjklzxcvbnm123457800/:;(₫&@@.,,!!’n",-1,"qưerttuiiopasdfjjklzxcvbnm123457800 / : ; ( ₫ & @ @ . , , ! ! ’ n",Qưerttuiiopasdfjjklzxcvbnm123457800/:;(₫&,Qưerttuiiopasdfjjklzxcvbnm123457800n,Q erttuiiopasdfjjklzxcvbnm                       n,q erttuiiopasdfjjklzxcvbnm         ,"Qưerttuiiopasdfjjklzxcvbnm123457800/:;(₫&@@.,,!!’n",n
nguyentiendat191223456,5,"Chất liệu:Polyester
Màu sắc:Tím Than

Sản phẩm chất lương tốt, giao hàng nhanh đáng tin cậy.",1,"chất_liệu : polyester màu_sắc : tím than sản_phẩm_chất lương tốt , giao hàng nhanh đáng tin_cậy .","Chất liệu:Polyester
Màu sắc:Tím Than

Sản phẩm chất lương tốt, giao hàng nhanh đáng tin cậy.","Chất liệuPolyester
Màu sắcTím Than

Sản phẩm chất lương tốt giao hàng nhanh đáng tin cậy",Ch t li u Polyester M u s c T m Than  S n ph m ch t l  ng t t  giao h ng nhanh   ng tin c y ,ch t li upolyester m u s ct m than  s n ph m ch t l  ng t t giao h ng nhanh   ng tin c y,"Chất liệu:Polyester Màu sắc:Tím Than Sản phẩm chất lương tốt, giao hàng nhanh đáng tin cậy.",polyester lương tốt giao hàng nhanh đáng
songpham29,5,"[TB] Kính gửi Quý khách, để cập nhật các chương trình chăm sóc Khách hàng và khuyến mại của Viettel, hãy bấm “Follow” kênh TikTok Viettel Chăm sóc Khách hàng tại https://www.tiktok.com/@viettelcskh để nhận thông tin nhanh nhất. Trân trọng.",1,"[ tb ]_kính gửi quý khách , để cập_nhật chương_trình chăm_sóc khách_hàng khuyến_mại của viettel , hãy bấm “ follow ” kênh tiktok_viettel chăm_sóc khách_hàng tại https://www.tiktok.com/@viettelcskh để nhận thông_tin nhanh nhất . trân_trọng .","[TB] Kính gửi Quý khách, để cập nhật các chương trình chăm sóc Khách hàng và khuyến mại của Viettel, hãy bấm “Follow” kênh TikTok Viettel Chăm sóc Khách hàng tại  để nhận thông tin nhanh nhất. Trân trọng.",TB Kính gửi Quý khách để cập nhật các chương trình chăm sóc Khách hàng và khuyến mại của Viettel hãy bấm Follow kênh TikTok Viettel Chăm sóc Khách hàng tại httpswwwtiktokcomviettelcskh để nhận thông tin nhanh nhất Trân trọng, TB  K nh g i Qu  kh ch     c p nh t c c ch  ng tr nh ch m s c Kh ch h ng v  khuy n m i c a Viettel  h y b m  Follow  k nh TikTok Viettel Ch m s c Kh ch h ng t i https   www tiktok com  viettelcskh    nh n th ng tin nhanh nh t  Tr n tr ng ,tb k nh g i qu  kh ch    c p nh t c c ch  ng tr nh ch m s c kh ch h ng v  khuy n m i c a viettel h y b m follow k nh tiktok viettel ch m s c kh ch h ng t i     nh n th ng tin nhanh nh t tr n tr ng,"[TB] Kính gửi Quý khách, để cập nhật các chương trình chăm sóc Khách hàng và khuyến mại của Viettel, hãy bấm “Follow” kênh TikTok Viettel Chăm sóc Khách hàng tại https://www.tiktok.com/@viettelcskh để nhận thông tin nhanh nhất. Trân trọng.",tb kính gửi viettel hãy bấm follow kênh tiktok viettel tại nhận nhanh nhất
42fs4hk_l3,5,"M đặt size to ra cửa hàng đổi trả đc thuận tiện 
Rất hài lòng về sp",1,đặt size to ra cửa_hàng đổi trả thuận_tiện hài_lòng về sp,"M đặt size to ra cửa hàng đổi trả đc thuận tiện 
Rất hài lòng về sp","M đặt size to ra cửa hàng đổi trả đc thuận tiện 
Rất hài lòng về sp",M   t size to ra c a h ng   i tr   c thu n ti n  R t h i l ng v  sp,m   t size to ra c a h ng   i tr   c thu n ti n  r t h i l ng v  sp,M đặt size to ra cửa hàng đổi trả được thuận tiện Rất hài lòng về sp,m đặt size to ra đổi trả đc về sp
le_thi_sam.03,5,"Màu sắc:Dden
Đúng với mô tả:đúng rất đẹp
Chất liệu:xịn a

Sản phẩm
Tuyệt vời đẹp
Lắm ạ",1,màu_sắc : dden đúng mô_tả : đúng đẹp chất_liệu : xịn_a sản_phẩm tuyệt_vời đẹp lắm ạ,"Màu sắc:Dden
Đúng với mô tả:đúng rất đẹp
Chất liệu:xịn a

Sản phẩm
Tuyệt vời đẹp
Lắm ạ","Màu sắcDden
Đúng với mô tảđúng rất đẹp
Chất liệuxịn a

Sản phẩm
Tuyệt vời đẹp
Lắm ạ",M u s c Dden   ng v i m  t    ng r t   p Ch t li u x n a  S n ph m Tuy t v i   p L m  ,m u s cdden   ng v i m  t   ng r t   p ch t li ux n a  s n ph m tuy t v i   p l m  ,Màu sắc:Dden Đúng với mô tả:đúng rất đẹp Chất liệu:xịn a Sản phẩm Tuyệt vời đẹp Lắm ạ,dden đúng đúng đẹp xịn a đẹp
s*****t,5,"Đúng với mô tả:đúng
Chất liệu:áo gió
Màu sắc:tím than

Chất liệu ổn, form ok, ủng hộ shop lần sau ạ",1,"đúng mô_tả : đúng chất_liệu : áo gió màu_sắc : tím than chất_liệu ổn , form_ok , ủng_hộ shop lần sau ạ","Đúng với mô tả:đúng
Chất liệu:áo gió
Màu sắc:tím than

Chất liệu ổn, form ok, ủng hộ shop lần sau ạ","Đúng với mô tảđúng
Chất liệuáo gió
Màu sắctím than

Chất liệu ổn form ok ủng hộ shop lần sau ạ",  ng v i m  t    ng Ch t li u  o gi  M u s c t m than  Ch t li u  n  form ok   ng h  shop l n sau  ,  ng v i m  t   ng ch t li u o gi  m u s ct m than  ch t li u  n form ok  ng h  shop l n sau  ,"Đúng với mô tả:đúng Chất liệu:áo gió Màu sắc:tím than Chất liệu ổn, form ok, ủng hộ shop lần sau ạ",đúng đúng ổn form ok shop lần sau
hoanglm93,5,"Áo yody đẹp lắm ạ mua được giá sale nên ưng, sẽ ủng hộ shop lần sau nữa ạ. Thanks shop nhiều nhiều",1,"áo yody đẹp lắm ạ mua được_giá sale nên ưng , sẽ ủng_hộ shop lần sau nữa ạ . thanks shop nhiều nhiều","Áo yody đẹp lắm ạ mua được giá sale nên ưng, sẽ ủng hộ shop lần sau nữa ạ. Thanks shop nhiều nhiều",Áo yody đẹp lắm ạ mua được giá sale nên ưng sẽ ủng hộ shop lần sau nữa ạ Thanks shop nhiều nhiều, o yody   p l m   mua    c gi  sale n n  ng  s   ng h  shop l n sau n a    Thanks shop nhi u nhi u, o yody   p l m   mua    c gi  sale n n  ng s   ng h  shop l n sau n a   thanks shop nhi u nhi u,"Áo yody đẹp lắm ạ mua được giá sale nên ưng, sẽ ủng hộ shop lần sau nữa ạ. Thanks shop nhiều nhiều",áo yody đẹp mua giá sale ưng sẽ shop lần sau nữa thanks shop nhiều nhiều
lexysun94,5,"Đóng gói cẩn thận, giao hàng nhanh, vì làm quà tặng chưa khui nên chưa biết thế nào",1,"đóng_gói cẩn_thận , giao hàng nhanh , vì làm_quà tặng chưa khui nên chưa biết thế_nào","Đóng gói cẩn thận, giao hàng nhanh, vì làm quà tặng chưa khui nên chưa biết thế nào",Đóng gói cẩn thận giao hàng nhanh vì làm quà tặng chưa khui nên chưa biết thế nào,  ng g i c n th n  giao h ng nhanh  v  l m qu  t ng ch a khui n n ch a bi t th  n o,  ng g i c n th n giao h ng nhanh v  l m qu  t ng ch a khui n n ch a bi t th  n o,"Đóng gói cẩn thận, giao hàng nhanh, vì làm quà tặng chưa khui nên chưa biết thế nào",giao hàng nhanh tặng chưa khui chưa biết
thaoly10061998,5,"Giao hàng nhanh ạ, hôm trước đặt hsau có luôn, m n cứ đặt về ko vừa mang ra cửa hàng đổi được luôn ạ,",1,"giao hàng nhanh ạ , hôm trước đặt hsau luôn , n cứ đặt về không vừa mang ra cửa_hàng đổi luôn ạ ,","Giao hàng nhanh ạ, hôm trước đặt hsau có luôn, m n cứ đặt về ko vừa mang ra cửa hàng đổi được luôn ạ,",Giao hàng nhanh ạ hôm trước đặt hsau có luôn m n cứ đặt về ko vừa mang ra cửa hàng đổi được luôn ạ,Giao h ng nhanh    h m tr  c   t hsau c  lu n  m n c    t v  ko v a mang ra c a h ng   i    c lu n   ,giao h ng nhanh   h m tr  c   t hsau c  lu n m n c    t v  ko v a mang ra c a h ng   i    c lu n  ,"Giao hàng nhanh ạ, hôm trước đặt hsau có luôn, m n cứ đặt về không vừa mang ra cửa hàng đổi được luôn ạ,",giao hàng nhanh hôm trước đặt hsau luôn m n cứ đặt về ko vừa mang ra đổi luôn
lengkenglatui1209,5,"Màu sắc:xám

Vải đẹp đáng đồng tiền bát gạo, giao hàng nhanh, đóng gói cẩn thận",1,"màu_sắc : xám vải đẹp đáng đồng_tiền bát gạo , giao hàng nhanh , đóng_gói cẩn_thận","Màu sắc:xám

Vải đẹp đáng đồng tiền bát gạo, giao hàng nhanh, đóng gói cẩn thận","Màu sắcxám

Vải đẹp đáng đồng tiền bát gạo giao hàng nhanh đóng gói cẩn thận",M u s c x m  V i   p   ng   ng ti n b t g o  giao h ng nhanh    ng g i c n th n,m u s cx m  v i   p   ng   ng ti n b t g o giao h ng nhanh   ng g i c n th n,"Màu sắc:xám Vải đẹp đáng đồng tiền bát gạo, giao hàng nhanh, đóng gói cẩn thận",xám vải đẹp đáng bát gạo giao hàng nhanh
s*****p,5,"Màu sắc:đúng mô tả
Đúng với mô tả:chất gió đẹp
Chất liệu:cản gió, cản bủi

Mua đồ nhà yody nhiều rồi",1,"màu_sắc : đúng mô_tả đúng mô_tả : chất gió đẹp chất_liệu : cản gió , cản bủi mua đồ nhà yody nhiều rồi","Màu sắc:đúng mô tả
Đúng với mô tả:chất gió đẹp
Chất liệu:cản gió, cản bủi

Mua đồ nhà yody nhiều rồi","Màu sắcđúng mô tả
Đúng với mô tảchất gió đẹp
Chất liệucản gió cản bủi

Mua đồ nhà yody nhiều rồi",M u s c   ng m  t    ng v i m  t  ch t gi    p Ch t li u c n gi   c n b i  Mua    nh  yody nhi u r i,m u s c  ng m  t    ng v i m  t ch t gi    p ch t li uc n gi  c n b i  mua    nh  yody nhi u r i,"Màu sắc:đúng mô tả Đúng với mô tả:chất gió đẹp Chất liệu:cản gió, cản bủi Mua đồ nhà yody nhiều rồi",đúng đúng chất gió đẹp cản gió mua đồ nhà yody nhiều rồi
hoangducsdbg,5,"Màu sắc:tim than
Đúng với mô tả:đúng
Chất liệu:polyeste

Giao hàng đủ nhanh
Hàng yody đẹp
Chất ok 
Mãi ủng hộ yody",1,màu_sắc : tim than đúng mô_tả : đúng chất_liệu : polyeste giao hàng đủ nhanh hàng yody đẹp chất_ok mãi ủng_hộ yody,"Màu sắc:tim than
Đúng với mô tả:đúng
Chất liệu:polyeste

Giao hàng đủ nhanh
Hàng yody đẹp
Chất ok 
Mãi ủng hộ yody","Màu sắctim than
Đúng với mô tảđúng
Chất liệupolyeste

Giao hàng đủ nhanh
Hàng yody đẹp
Chất ok 
Mãi ủng hộ yody",M u s c tim than   ng v i m  t    ng Ch t li u polyeste  Giao h ng    nhanh H ng yody   p Ch t ok  M i  ng h  yody,m u s ctim than   ng v i m  t   ng ch t li upolyeste  giao h ng    nhanh h ng yody   p ch t ok  m i  ng h  yody,Màu sắc:tim than Đúng với mô tả:đúng Chất liệu:polyeste Giao hàng đủ nhanh Hàng yody đẹp Chất ok Mãi ủng hộ yody,tim than đúng đúng polyeste giao hàng đủ nhanh hàng yody đẹp chất ok mãi yody
c*****g,5,"Áo ok lắm ạ, mình mua về cho bố nhưng đặt nhầm màu tuy nhiên được hỗ trợ đổi trả rất nhanh",1,"áo ok lắm ạ , mua về bố nhưng đặt nhầm màu tuy_nhiên hỗ_trợ đổi trả nhanh","Áo ok lắm ạ, mình mua về cho bố nhưng đặt nhầm màu tuy nhiên được hỗ trợ đổi trả rất nhanh",Áo ok lắm ạ mình mua về cho bố nhưng đặt nhầm màu tuy nhiên được hỗ trợ đổi trả rất nhanh, o ok l m    m nh mua v  cho b  nh ng   t nh m m u tuy nhi n    c h  tr    i tr  r t nhanh, o ok l m   m nh mua v  cho b  nh ng   t nh m m u tuy nhi n    c h  tr    i tr  r t nhanh,"Áo ok lắm ạ, mình mua về cho bố nhưng đặt nhầm màu tuy nhiên được hỗ trợ đổi trả rất nhanh",áo ok mình mua về bố nhưng đặt nhầm màu đổi trả nhanh
t*****0,5,"Áo đẹp, vừa vặn. Nhưng ở chỗ mình thì chất liệu áo hơi nóng tí 🥹hông sao vì áo vẫn đẹp. Shop đóng gói kỹ giao hàng nhanh",1,"áo đẹp , vừa vặn . nhưng ở chỗ chất_liệu áo_hơi nóng_tí 🥹_hông sao vì áo vẫn đẹp . shop đóng_gói kỹ giao hàng nhanh","Áo đẹp, vừa vặn. Nhưng ở chỗ mình thì chất liệu áo hơi nóng tí 🥹hông sao vì áo vẫn đẹp. Shop đóng gói kỹ giao hàng nhanh",Áo đẹp vừa vặn Nhưng ở chỗ mình thì chất liệu áo hơi nóng tí hông sao vì áo vẫn đẹp Shop đóng gói kỹ giao hàng nhanh, o   p  v a v n  Nh ng   ch  m nh th  ch t li u  o h i n ng t   h ng sao v   o v n   p  Shop   ng g i k  giao h ng nhanh, o   p v a v n nh ng   ch  m nh th  ch t li u  o h i n ng t  h ng sao v   o v n   p shop   ng g i k  giao h ng nhanh,"Áo đẹp, vừa vặn. Nhưng ở chỗ mình thì chất liệu áo hơi nóng tí 🥹hông sao vì áo vẫn đẹp. Shop đóng gói kỹ giao hàng nhanh",áo đẹp nhưng chỗ mình áo hơi nóng tí hông áo đẹp shop kỹ giao hàng nhanh
t*****s,5,"Shop giao hàng nhanh, đóng gói cẩn thận. Shipper nhiệt tình.",1,"shop giao hàng nhanh , đóng_gói cẩn_thận . shipper nhiệt_tình .","Shop giao hàng nhanh, đóng gói cẩn thận. Shipper nhiệt tình.",Shop giao hàng nhanh đóng gói cẩn thận Shipper nhiệt tình,Shop giao h ng nhanh    ng g i c n th n  Shipper nhi t t nh ,shop giao h ng nhanh   ng g i c n th n shipper nhi t t nh,"Shop giao hàng nhanh, đóng gói cẩn thận. Shipper nhiệt tình.",shop giao hàng nhanh shipper
ktnkvv,5,"Đúng với mô tả:hài lòng
Chất liệu:vải
Màu sắc:đỏ

Dù đổi đi đổi lại nhưng shop rất nhiệt tình",1,đúng mô_tả : hài_lòng chất_liệu : vải màu_sắc : đỏ dù đổi đi đổi nhưng shop nhiệt_tình,"Đúng với mô tả:hài lòng
Chất liệu:vải
Màu sắc:đỏ

Dù đổi đi đổi lại nhưng shop rất nhiệt tình","Đúng với mô tảhài lòng
Chất liệuvải
Màu sắcđỏ

Dù đổi đi đổi lại nhưng shop rất nhiệt tình",  ng v i m  t  h i l ng Ch t li u v i M u s c     D    i  i   i l i nh ng shop r t nhi t t nh,  ng v i m  t h i l ng ch t li uv i m u s c    d    i  i   i l i nh ng shop r t nhi t t nh,Đúng với mô tả:hài lòng Chất liệu:vải Màu sắc:đỏ Dù đổi đi đổi lại nhưng shop rất nhiệt tình,đúng vải đỏ dù đổi đổi nhưng shop
k*****3,5,"Shop giao hàng nhanh, đóng gói cẩn thận, mua trên live được giá rẻ",1,"shop giao hàng nhanh , đóng_gói cẩn_thận , mua trên live giá rẻ","Shop giao hàng nhanh, đóng gói cẩn thận, mua trên live được giá rẻ",Shop giao hàng nhanh đóng gói cẩn thận mua trên live được giá rẻ,Shop giao h ng nhanh    ng g i c n th n  mua tr n live    c gi  r ,shop giao h ng nhanh   ng g i c n th n mua tr n live    c gi  r ,"Shop giao hàng nhanh, đóng gói cẩn thận, mua trên live được giá rẻ",shop giao hàng nhanh mua trên live giá rẻ
k*****3,5,"Shop giao hàng nhanh, đóng gói cẩn thận , mua trên live giá rẻ ,",1,"shop giao hàng nhanh , đóng_gói cẩn_thận , mua trên live giá rẻ ,","Shop giao hàng nhanh, đóng gói cẩn thận , mua trên live giá rẻ ,",Shop giao hàng nhanh đóng gói cẩn thận  mua trên live giá rẻ ,Shop giao h ng nhanh    ng g i c n th n   mua tr n live gi  r   ,shop giao h ng nhanh   ng g i c n th n  mua tr n live gi  r  ,"Shop giao hàng nhanh, đóng gói cẩn thận , mua trên live giá rẻ ,",shop giao hàng nhanh mua trên live giá rẻ
duynnn96,5,"Áo đẹp, giao hàng nhanh, đóng gói sản phẩm chắc chắn, màu ưng lắm ạ",1,"áo đẹp , giao hàng nhanh , đóng_gói sản_phẩm chắc_chắn , màu ưng lắm ạ","Áo đẹp, giao hàng nhanh, đóng gói sản phẩm chắc chắn, màu ưng lắm ạ",Áo đẹp giao hàng nhanh đóng gói sản phẩm chắc chắn màu ưng lắm ạ, o   p  giao h ng nhanh    ng g i s n ph m ch c ch n  m u  ng l m  , o   p giao h ng nhanh   ng g i s n ph m ch c ch n m u  ng l m  ,"Áo đẹp, giao hàng nhanh, đóng gói sản phẩm chắc chắn, màu ưng lắm ạ",áo đẹp giao hàng nhanh màu ưng
